,Unnamed: 0,Name,Postal_Code,Coordinates,Venue Type,District
12226,12226,AL CAPONE'S PTE LTD,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12227,12227,JAMCUTE PTE LTD,238879,"[1.30766860940267, 103.828164396352]",Eating Establishment,TANJONG PAGAR
12228,12228,HOTEL RE! PTE. LTD.,169879,"[1.28541003333934, 103.838407275806]",Eating Establishment,JALAN BESAR
12229,12229,PLAY NATION PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12230,12230,COLD STORAGE SINGAPORE (1983) PTE LTD,791403,"[1.3889306090651, 103.873208570293]",Eating Establishment,ANG MO KIO
12231,12231,STARBUCKS COFFEE SINGAPORE PTE. LTD.,79912,"[1.27534499002353, 103.845627328727]",Eating Establishment,JALAN BESAR
12232,12232,YEO HART PONG (YANG XUEPENG),59386,"[1.28884521609048, 103.847667747486]",Eating Establishment,JALAN BESAR
12233,12233,CIEL PATISSERIE PTE LTD,160146,"[1.27784876576774, 103.830811459909]",Eating Establishment,TANJONG PAGAR
12234,12234,CINXIS SINGAPORE PTE. LTD.,49323,"[1.28250865848272, 103.853578693163]",Eating Establishment,JALAN BESAR
12235,12235,LIM KOK HOW,190465,"[1.30512319499862, 103.86274639248]",Eating Establishment,JALAN BESAR
12236,12236,SWEET@HOME FOOD & BEVERAGE PTE. LTD.,59817,"[1.28886291624461, 103.846555999235]",Eating Establishment,JALAN BESAR
12237,12237,SANA CLEANSE PTE. LTD.,160146,"[1.27784876576774, 103.830811459909]",Eating Establishment,TANJONG PAGAR
12238,12238,LAJAWAB ENTERTAINMENT PTE. LTD.,208411,"[1.30465606779396, 103.852773743631]",Eating Establishment,JALAN BESAR
12239,12239,FROZEN YOGURT PTE. LTD.,237994,"[1.2931549290701, 103.831928020443]",Eating Establishment,TANJONG PAGAR
12240,12240,PRECIOUS QUAY PTE. LTD.,49326,"[1.28396667186675, 103.853480198547]",Eating Establishment,JALAN BESAR
12241,12241,KOI CAFE GROUP (S) PTE. LTD.,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12242,12242,TAN BEE BEE,189562,"[1.29322790777899, 103.855411346624]",Eating Establishment,JALAN BESAR
12243,12243,POON RESOURCES PTE. LTD.,189562,"[1.29322790777899, 103.855411346624]",Eating Establishment,JALAN BESAR
12244,12244,TEO SIOW KENG @ HO TIAK PENG,238164,"[1.30019272342804, 103.837362540861]",Eating Establishment,TANJONG PAGAR
12245,12245,GOBBLE NETWORK PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12246,12246,COFFEE HIVE PTE. LTD.,307506,"[1.32061258625866, 103.844331494859]",Eating Establishment,JALAN BESAR
12247,12247,ASTON FOOD & BEVERAGE SPECIALITIES PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12248,12248,COLD STORAGE SINGAPORE (1983) PTE LTD,188942,"[1.29695378285903, 103.855573911793]",Eating Establishment,JALAN BESAR
12249,12249,COLD STORAGE SINGAPORE (1983) PTE LTD,18971,"[1.28445018649266, 103.860956741623]",Eating Establishment,JALAN BESAR
12250,12250,LA AMIGOS PTE. LTD.,249673,"[1.3041197981505, 103.810112601727]",Eating Establishment,TANJONG PAGAR
12251,12251,LAL GOLAP ENERTAINMENT PTE. LTD.,209684,"[1.30499235847442, 103.852326651477]",Eating Establishment,JALAN BESAR
12252,12252,SRE F&B MARKETING PTE. LTD.,189562,"[1.29322790777899, 103.855411346624]",Eating Establishment,JALAN BESAR
12253,12253,MOLLY ROFFEY'S IRISH PUB PTE. LTD.,189554,"[1.2978504278957, 103.850255895979]",Eating Establishment,JALAN BESAR
12254,12254,ROYAL T GROUP PTE. LTD.,307506,"[1.32061258625866, 103.844331494859]",Eating Establishment,JALAN BESAR
12255,12255,CAFE PROJECT PTE. LTD.,88825,"[1.27964239892839, 103.84285178857]",Eating Establishment,TANJONG PAGAR
12256,12256,TOH CHIN AIK,199588,"[1.30285776289789, 103.865284424819]",Eating Establishment,JALAN BESAR
12257,12257,TEO AI POH,179803,"[1.29115683869179, 103.851044280765]",Eating Establishment,JALAN BESAR
12258,12258,THE HOME PTE LTD,319394,"[1.33168255024332, 103.84944931493]",Eating Establishment,BISHAN-TOA PAYOH
12259,12259,AMEIZ HOLDINGS PTE. LTD.,59817,"[1.28886291624461, 103.846555999235]",Eating Establishment,JALAN BESAR
12260,12260,SALAD STOP PTE. LTD.,307683,"[1.31983049912881, 103.843976528625]",Eating Establishment,JALAN BESAR
12261,12261,M.B.S. GLOBAL PTE. LTD.,208000,"[1.30855529562321, 103.855209575186]",Eating Establishment,JALAN BESAR
12262,12262,WISTERIA HOTEL MANAGEMENT PTE. LTD.,89316,"[1.27372672717911, 103.842155776137]",Eating Establishment,TANJONG PAGAR
12263,12263,NEXT CAPITAL JV PTE. LTD.,18955,"[1.2843237295033, 103.859563553135]",Eating Establishment,JALAN BESAR
12264,12264,BREADTALK PTE LTD,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12265,12265,SAKAE SUSHI (SCAPE) PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12266,12266,MCDONALD'S RESTAURANTS PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12267,12267,NEXT CAPITAL PTE. LTD.,18971,"[1.28445018649266, 103.860956741623]",Eating Establishment,JALAN BESAR
12268,12268,TAN SOO KEE HENRY,310480,"[1.33182386970694, 103.848651056476]",Eating Establishment,BISHAN-TOA PAYOH
12269,12269,TABLE @ PIP'S (PTE.) LTD,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12270,12270,SIMPLY WRAPPS EXPRESS PTE. LTD.,49318,"[1.28412271103554, 103.852544637414]",Eating Establishment,JALAN BESAR
12271,12271,HAM WENG SENG,59026,"[1.28202066713125, 103.843934766469]",Eating Establishment,JALAN BESAR
12272,12272,MUFIZ EATING HOUSE PTE. LTD.,319515,"[1.33404171129955, 103.850955458676]",Eating Establishment,BISHAN-TOA PAYOH
12273,12273,Reddot Brewhouse @ Boat Quay Pte Ltd,49823,"[1.28621133324012, 103.849705241035]",Eating Establishment,JALAN BESAR
12274,12274,CUDDLES CAFE PTE. LTD.,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12275,12275,BOLDWIN AGAPE PTE LTD,259727,"[1.31946441191454, 103.827297599465]",Eating Establishment,TANJONG PAGAR
12276,12276,LOUISIANA QSR PTE. LTD.,310480,"[1.33182386970694, 103.848651056476]",Eating Establishment,BISHAN-TOA PAYOH
12277,12277,OW SOON CHYE,209400,"[1.30538305694832, 103.853314518794]",Eating Establishment,JALAN BESAR
12278,12278,CORNERSTONE F&B PTE LTD,310480,"[1.33182386970694, 103.848651056476]",Eating Establishment,BISHAN-TOA PAYOH
12279,12279,CHUA TEONG KHENG,188979,"[1.30041423392971, 103.852292796726]",Eating Establishment,JALAN BESAR
12280,12280,FISH TALES PRIVATE LIMITED,237978,"[1.30086543586584, 103.835700840357]",Eating Establishment,TANJONG PAGAR
12281,12281,ALVIN SABAI,259978,"[1.31169502827791, 103.828959585733]",Eating Establishment,TANJONG PAGAR
12282,12282,LIM ZIN KIAT,209252,"[1.31177349235842, 103.859720055464]",Eating Establishment,JALAN BESAR
12283,12283,TOKU F&B PTE. LTD.,238852,"[1.30178378195546, 103.838660627347]",Eating Establishment,TANJONG PAGAR
12284,12284,MOUNT PLEASANT FOOD & BEVERAGES PTE. LTD.,228242,"[1.31089208865519, 103.837087409985]",Eating Establishment,TANJONG PAGAR
12285,12285,PHILEMON LIFESTYLE PTE. LTD.,339411,"[1.30979212851428, 103.865023824623]",Eating Establishment,JALAN BESAR
12286,12286,CYBERSUMMER FOOD PTE. LTD.,188867,"[1.3005660952208, 103.854935164999]",Eating Establishment,JALAN BESAR
12287,12287,REPUBLIC ICONIC HOTEL PTE. LTD.,238910,"[1.29077754491254, 103.839076188828]",Eating Establishment,TANJONG PAGAR
12288,12288,F2F MANUFACTURE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12289,12289,STARBUCKS COFFEE SINGAPORE PTE. LTD.,189720,"[1.29835114702678, 103.858853820405]",Eating Establishment,JALAN BESAR
12290,12290,KI BAR PTE. LTD.,49323,"[1.28250865848272, 103.853578693163]",Eating Establishment,JALAN BESAR
12291,12291,SF (AMK HUB) PTE. LTD.,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12292,12292,PILOT BROTHERS PTE. LTD.,199724,"[1.30036949207107, 103.859707028759]",Eating Establishment,JALAN BESAR
12293,12293,MEX OUT PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12294,12294,A MATTER OF TASTE PTE. LTD.,238245,"[1.29026307473852, 103.837158903917]",Eating Establishment,TANJONG PAGAR
12295,12295,ZHUGE LIANG RESTAURANT PTE. LTD.,209264,"[1.31272278358456, 103.859959031318]",Eating Establishment,JALAN BESAR
12296,12296,SHRI VENKATESWARA PTE. LTD.,207677,"[1.30963000241648, 103.855238355109]",Eating Establishment,JALAN BESAR
12297,12297,PEH YOU SOON,141047,"[1.30079276076265, 103.798077052596]",Eating Establishment,TANJONG PAGAR
12298,12298,FONG WILLIAM,218227,"[1.30465788351304, 103.852122945247]",Eating Establishment,JALAN BESAR
12299,12299,OTTAGANI SIRAJUDEEN HAROON RASHEED,207496,"[1.30630329605186, 103.852925155545]",Eating Establishment,JALAN BESAR
12300,12300,NIWA SUSHI PTE. LTD.,569933,"[1.36922321403001, 103.848467911464]",Eating Establishment,ANG MO KIO
12301,12301,AVONDALE GRAMMAR SCHOOL PTE. LTD.,247979,"[1.29791842617631, 103.815654713033]",Eating Establishment,TANJONG PAGAR
12302,12302,SOUP RESTAURANT SINGAPORE PTE. LTD,319394,"[1.33168255024332, 103.84944931493]",Eating Establishment,BISHAN-TOA PAYOH
12303,12303,SINGLY LOUNGE PTE. LTD.,218162,"[1.31502516490921, 103.857671921461]",Eating Establishment,JALAN BESAR
12304,12304,NTUC CLUB,88539,"[1.27493474799152, 103.843500110324]",Eating Establishment,JALAN BESAR
12305,12305,COLD STORAGE SINGAPORE (1983) PTE LTD,59443,"[1.2839640518753, 103.843141945391]",Eating Establishment,JALAN BESAR
12306,12306,LIMONCELLO PTE. LTD.,238256,"[1.29034396900637, 103.836459236449]",Eating Establishment,TANJONG PAGAR
12307,12307,FRUITS D'PARADISE PTE. LTD.,82001,"[1.2756261981348, 103.84295049169]",Eating Establishment,TANJONG PAGAR
12308,12308,OLD HOUSE (F & B) PTE LTD,88816,"[1.27988522569107, 103.843324487915]",Eating Establishment,TANJONG PAGAR
12309,12309,A BEANSTALK COMPANY PTE LTD,238839,"[1.30082071769235, 103.845067272666]",Eating Establishment,TANJONG PAGAR
12310,12310,THE COFFEE BEAN & TEA LEAF (SINGAPORE) PTE LTD,18972,"[1.28332249857386, 103.857629111139]",Eating Establishment,JALAN BESAR
12311,12311,MUDDY MURPHY'S HOLDINGS PTE. LTD.,238164,"[1.30019272342804, 103.837362540861]",Eating Establishment,TANJONG PAGAR
12312,12312,ZHENG WAN LING,330044,"[1.32226013692281, 103.86662310263]",Eating Establishment,JALAN BESAR
12313,12313,SWEET SOUP LLP,574363,"[1.35306949514312, 103.835093518006]",Eating Establishment,MARYMOUNT
12314,12314,DEEDAR PTE. LTD.,208526,"[1.30994003280754, 103.85689782605]",Eating Establishment,JALAN BESAR
12315,12315,NIWA SUSHI PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12316,12316,GRAND OASIS PTE LTD,218227,"[1.30465788351304, 103.852122945247]",Eating Establishment,JALAN BESAR
12317,12317,LEE WON PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12318,12318,LE FRENCHIE PTE. LTD.,199486,"[1.30077445783638, 103.859989714169]",Eating Establishment,JALAN BESAR
12319,12319,UNILEVER SINGAPORE PTE. LIMITED,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12320,12320,49 SEATS VENTURES PTE LTD,188067,"[1.2995076134825, 103.854370864874]",Eating Establishment,JALAN BESAR
12321,12321,Recipedia Group Pte Ltd,238164,"[1.30019272342804, 103.837362540861]",Eating Establishment,TANJONG PAGAR
12322,12322,POON RESOURCES PTE. LTD.,169608,"[1.28197500877858, 103.836779950973]",Eating Establishment,TANJONG PAGAR
12323,12323,K FOOD HOLDINGS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12324,12324,ASIA ICE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12325,12325,WILDFIRE BURGERS PTE LTD,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12326,12326,CORNER STONE FOOD CONCEPT PTE. LTD.,58727,"[1.2849769373472, 103.846432501374]",Eating Establishment,JALAN BESAR
12327,12327,FITTHREE PTE LTD,89002,"[1.28083154264178, 103.842067073879]",Eating Establishment,TANJONG PAGAR
12328,12328,SIN HIN FOOD PLACE PTE. LTD.,569880,"[1.37792345221534, 103.875389838376]",Eating Establishment,ANG MO KIO
12329,12329,FOOD FOR THOUGHT PTE. LTD.,188535,"[1.29719230839993, 103.852067493578]",Eating Establishment,JALAN BESAR
12330,12330,STEER FRANCHISE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12331,12331,CONSULTANTS OF SWING PTE. LTD.,239404,"[1.29438876572241, 103.831388702094]",Eating Establishment,TANJONG PAGAR
12332,12332,OYOGE TAIYAKI PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12333,12333,GOURMANT & CO PTE LTD,68877,"[1.28121591359952, 103.849770962773]",Eating Establishment,JALAN BESAR
12334,12334,51 SOYA BEAN PRODUCTIONS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12335,12335,BAKE CONFECTIONERY PTE LTD,238801,"[1.30404253406976, 103.831888294023]",Eating Establishment,TANJONG PAGAR
12336,12336,RAYNER INVESTMENTS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12337,12337,ONE GLOBAL RESORCES PTE. LTD.,208260,"[1.30785430899497, 103.853596323092]",Eating Establishment,JALAN BESAR
12338,12338,PKH SINGAPORE PTE. LTD.,218149,"[1.31374711873454, 103.857217495929]",Eating Establishment,JALAN BESAR
12339,12339,BRANCHLY INTERNATIONAL PTE LTD,48622,"[1.28414356786844, 103.851991124176]",Eating Establishment,JALAN BESAR
12340,12340,VC SUBS PTE. LTD.,238467,"[1.29910790069205, 103.842700035576]",Eating Establishment,TANJONG PAGAR
12341,12341,HVALA PRIVATE LIMITED,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12342,12342,KOH ZHI YUAN (XU ZHIYUAN),238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12343,12343,AMEIZ HOLDINGS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12344,12344,PARADISE INN PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12345,12345,COLD STORAGE SINGAPORE (1983) PTE LTD,78877,"[1.27516999521432, 103.844496298231]",Eating Establishment,JALAN BESAR
12346,12346,HOT TOMATO PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12347,12347,BENFRIS INVESTMENTS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12348,12348,SIM ANG PHOW,90009,"[1.2774078592663, 103.819408460491]",Eating Establishment,RADIN MAS
12349,12349,YOVEL REMNANT PTE. LTD.,569814,"[1.37178551879642, 103.847775723803]",Eating Establishment,ANG MO KIO
12350,12350,SINGA PURE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12351,12351,WING TAI RETAIL MANAGEMENT PTE LTD,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12352,12352,SF (313) PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12353,12353,SHIHLIN TAIWAN STREET SNACKS (HM) PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12354,12354,ANG BOON KWEE,238875,"[1.30684615299345, 103.829217749325]",Eating Establishment,TANJONG PAGAR
12355,12355,THE COFFEE CONNECTION PTE LTD,79914,"[1.27489438584601, 103.845201351933]",Eating Establishment,JALAN BESAR
12356,12356,TUNG LOK MILLENNIUM PTE LTD,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12357,12357,EN FOOD CONCEPTS PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12358,12358,LOUISIANA QSR PTE. LTD.,569814,"[1.37178551879642, 103.847775723803]",Eating Establishment,ANG MO KIO
12359,12359,TOKYO FOOD PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12360,12360,LIN YONGXIONG,68811,"[1.27562588382827, 103.847146261772]",Eating Establishment,JALAN BESAR
12361,12361,KOI CAFE GROUP (S) PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12362,12362,FONZ INTERNATIONAL PTE. LTD.,238897,"[1.30200471731963, 103.836583965806]",Eating Establishment,TANJONG PAGAR
12363,12363,SINGAPORE ARTS SCHOOL LTD.,227968,"[1.2993513904547, 103.848674513968]",Eating Establishment,TANJONG PAGAR
12364,12364,SOUP RESTAURANT SINGAPORE PTE. LTD,238859,"[1.30371084737898, 103.83526664484]",Eating Establishment,TANJONG PAGAR
12365,12365,DUKE BAKERY PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12366,12366,DOME COFFEES (S) PTE LTD,238859,"[1.30371084737898, 103.83526664484]",Eating Establishment,TANJONG PAGAR
12367,12367,BENGAWAN SOLO PTE LTD,307591,"[1.31717838140911, 103.843773665257]",Eating Establishment,TANJONG PAGAR
12368,12368,TEN & HAN TRADING PTE LTD,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12369,12369,COLD STORAGE SINGAPORE (1983) PTE LTD,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12370,12370,AKINORI SINGAPORE PTE LTD,238867,"[1.30206450528712, 103.836340953748]",Eating Establishment,TANJONG PAGAR
12371,12371,MIHARU FOOD'S SINGAPORE CO PTE LTD,39596,"[1.29204605302049, 103.859900233499]",Eating Establishment,JALAN BESAR
12372,12372,M-RAMEN PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12373,12373,BASIL LEAF PTE LTD,18987,"[1.28076943476846, 103.852658562152]",Eating Establishment,JALAN BESAR
12374,12374,BROTZEIT PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12375,12375,ARTEASTIQ PTE LTD,238897,"[1.30200471731963, 103.836583965806]",Eating Establishment,TANJONG PAGAR
12376,12376,FRESH BAY (S) INVESTMENTS PTE. LTD.,238897,"[1.30200471731963, 103.836583965806]",Eating Establishment,TANJONG PAGAR
12377,12377,DIAMOND DINING SINGAPORE PTE LTD,179097,"[1.29137717872275, 103.850241930617]",Eating Establishment,JALAN BESAR
12378,12378,SINGAPORE SAIZERIYA PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12379,12379,IMPERIAL TREASURE FINE DINING RESTAURANT PTE. LTD.,18955,"[1.2843237295033, 103.859563553135]",Eating Establishment,JALAN BESAR
12380,12380,TEO BOON TIONG,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12381,12381,K BOX (MARINA SQUARE) PTE. LTD.,247905,"[1.30657517117033, 103.827739423862]",Eating Establishment,TANJONG PAGAR
12382,12382,Harry's International Pte Ltd,229594,"[1.30754593967877, 103.829454536489]",Eating Establishment,TANJONG PAGAR
12383,12383,CARAMELCRISP PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12384,12384,PANAME PTE. LTD.,79005,"[1.27772587514164, 103.844097030886]",Eating Establishment,JALAN BESAR
12385,12385,STARBUCKS COFFEE SINGAPORE PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12386,12386,SUKKROM KHWANMUANG,199589,"[1.30201130676831, 103.864322517944]",Eating Establishment,JALAN BESAR
12387,12387,THITA SIRISUT MRS THITA TAN,199589,"[1.30201130676831, 103.864322517944]",Eating Establishment,JALAN BESAR
12388,12388,TRATTORIA CUCINA ITALIANA PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12389,12389,REB CONSTRUCTION PTE. LTD.,179805,"[1.29194592832964, 103.849820399819]",Eating Establishment,JALAN BESAR
12390,12390,JIBIRU PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12391,12391,OH MA SPOON PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12392,12392,FINE GOURMET PTE. LTD.,179023,"[1.28989243863945, 103.845528255971]",Eating Establishment,TANJONG PAGAR
12393,12393,LOUISIANA QSR PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12394,12394,SIAM SHAMBALA PTE LTD,169368,"[1.27653978929987, 103.835978884956]",Eating Establishment,TANJONG PAGAR
12395,12395,ISTHANA RESTAURANTS & CATERING PTE. LTD.,207958,"[1.3092349650814, 103.854141056605]",Eating Establishment,JALAN BESAR
12396,12396,IPPUDO SINGAPORE PTE. LTD.,238867,"[1.30206450528712, 103.836340953748]",Eating Establishment,TANJONG PAGAR
12397,12397,DELICE PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12398,12398,TAY KOK SENG,160040,"[1.28905634657056, 103.827502108439]",Eating Establishment,JALAN BESAR
12399,12399,TANG FIONA,88526,"[1.27802086867277, 103.843514653482]",Eating Establishment,TANJONG PAGAR
12400,12400,GAN BEI PTE. LTD.,247663,"[1.30471873865313, 103.80837174274]",Eating Establishment,TANJONG PAGAR
12401,12401,JOSEPH STOREHOUSES PTE LTD,238852,"[1.30178378195546, 103.838660627347]",Eating Establishment,TANJONG PAGAR
12402,12402,MOHAMED HIZAM BIN RAHMAT,199018,"[1.30362436176046, 103.861412914688]",Eating Establishment,JALAN BESAR
12403,12403,SPINELLI PTE LTD,49910,"[1.28513346970147, 103.852316037433]",Eating Establishment,JALAN BESAR
12404,12404,WILLIAM T.T.Y PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12405,12405,FOOD REPUBLIC PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12406,12406,KILLINEY CAFE PRIVATE LIMITED,229957,"[1.31122469335165, 103.837764602288]",Eating Establishment,TANJONG PAGAR
12407,12407,TONKIN FNB GROUP PTE. LTD.,79905,"[1.27405327068656, 103.84466726954]",Eating Establishment,JALAN BESAR
12408,12408,FUNCTIONAL TRAINING INSTITUTE PTE. LTD.,188550,"[1.29778864264783, 103.851757262584]",Eating Establishment,JALAN BESAR
12409,12409,LAWRY'S THE PRIME RIB SINGAPORE PTE LTD,238897,"[1.30200471731963, 103.836583965806]",Eating Establishment,TANJONG PAGAR
12410,12410,JTT 2 PTE. LTD.,769092,"[1.41758906054002, 103.833061043125]",Eating Establishment,NEE SOON
12411,12411,SUGAR GRANNY PTE LTD,88323,"[1.28029809254495, 103.840862945938]",Eating Establishment,TANJONG PAGAR
12412,12412,R E & S ENTERPRISES PTE LTD,238896,"[1.30072350356704, 103.839692368177]",Eating Establishment,TANJONG PAGAR
12413,12413,EIGHT IMMORTALS VEGETARIAN PTE LTD,49427,"[1.2865782667237, 103.84890194511]",Eating Establishment,JALAN BESAR
12414,12414,BARCOOK BAKERY PTE. LTD.,189969,"[1.30237807553016, 103.853794530856]",Eating Establishment,JALAN BESAR
12415,12415,COSTA SINGAPORE PRIVATE LIMITED,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12416,12416,BURGER KING SINGAPORE PTE. LTD.,49318,"[1.28412271103554, 103.852544637414]",Eating Establishment,JALAN BESAR
12417,12417,COLD STORAGE SINGAPORE (1983) PTE LTD,49318,"[1.28412271103554, 103.852544637414]",Eating Establishment,JALAN BESAR
12418,12418,LI & LEES PTE. LTD.,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12419,12419,HONG HAICHENG,208539,"[1.31147744952234, 103.856780762986]",Eating Establishment,JALAN BESAR
12420,12420,JIN KOK PENG,330068,"[1.32195385488883, 103.869843391813]",Eating Establishment,JALAN BESAR
12421,12421,SALADS & WRAPS PTE. LTD.,78877,"[1.27516999521432, 103.844496298231]",Eating Establishment,JALAN BESAR
12422,12422,IMPERIAL TREASURE CANTONESE CUISINE PTE. LTD.,238859,"[1.30371084737898, 103.83526664484]",Eating Establishment,TANJONG PAGAR
12423,12423,POH KAH HEY,310111,"[1.34123713837195, 103.845306137194]",Eating Establishment,BISHAN-TOA PAYOH
12424,12424,THE MIND CAFE PTE LTD,179097,"[1.29137717872275, 103.850241930617]",Eating Establishment,JALAN BESAR
12425,12425,"SOH TSAI CHUNG, PAUL RYAN",189971,"[1.30390260693982, 103.850716665613]",Eating Establishment,JALAN BESAR
12426,12426,TIAN DOU CHENG PTE. LTD.,199001,"[1.30290816774946, 103.861867516489]",Eating Establishment,JALAN BESAR
12427,12427,THE LIFECYCLE CONCEPTS PTE. LTD.,249671,"[1.30456930673714, 103.808954269724]",Eating Establishment,TANJONG PAGAR
12428,12428,JULIANAH BTE JAHAYER,199653,"[1.30105170757695, 103.859718290296]",Eating Establishment,JALAN BESAR
12429,12429,NTUC FAIRPRICE CO-OPERATIVE LTD,228149,"[1.30107053775781, 103.849176263468]",Eating Establishment,TANJONG PAGAR
12430,12430,COCOA COLONY (S) PTE. LTD.,238895,"[1.30100656917241, 103.838246592796]",Eating Establishment,TANJONG PAGAR
12431,12431,ST.KERRY PRIVATE LIMITED,142057,"[1.29270252655148, 103.810971835374]",Eating Establishment,TANJONG PAGAR
12432,12432,AP COMPANY INTERNATIONAL SINGAPORE PTE. LTD.,259727,"[1.31946441191454, 103.827297599465]",Eating Establishment,TANJONG PAGAR
12433,12433,EN JAPANESE DINING BAR @ BUKIT TIMAH PTE. LTD.,259727,"[1.31946441191454, 103.827297599465]",Eating Establishment,TANJONG PAGAR
12434,12434,PAMPLEMOUSSE BISTRO + BAR PTE LTD,249671,"[1.30456930673714, 103.808954269724]",Eating Establishment,TANJONG PAGAR
12435,12435,DON QUIJOTE (SINGAPORE) PTE. LTD.,249671,"[1.30456930673714, 103.808954269724]",Eating Establishment,TANJONG PAGAR
12436,12436,ADDICTIVE FOOD PTE. LTD.,58806,"[1.28216214965115, 103.845456445972]",Eating Establishment,JALAN BESAR
